,Unnamed: 0.3,Câu lệnh sinh ra,Câu lệnh có sẵn
2468,2468,mở tra cứu ghi chú tạo mới,Mở tra cứu log tác động
2469,2469,mở lệnh ghi biên bản tạo ra,Mở tra cứu log tác động
2470,2470,mở tra cứu nhật ký tạo ra,Mở tra cứu log tác động
2471,2471,mở lệnh ghi nhật ký sửa đổi,Mở tra cứu log tác động
2472,2472,mở lệnh ghi chép sửa đổi,Mở tra cứu log tác động
2473,2473,mở tra cứu ghi chép chỉnh sửa,Mở tra cứu log tác động
2474,2474,mở tra cứu biên bản chỉnh sửa,Mở tra cứu log tác động
2475,2475,mở lệnh ghi chép di chuyển,Mở tra cứu log tác động
2476,2476,mở tra cứu ghi chú di chuyển,Mở tra cứu log tác động
2477,2477,mở tra cứu biên bản xoá,Mở tra cứu log tác động
2478,2478,mở tra cứu nhật ký xoá,Mở tra cứu log tác động
2479,2479,mở lệnh ghi biên bản xoá bỏ,Mở tra cứu log tác động
2480,2480,mở lệnh ghi nhật ký xoá bỏ,Mở tra cứu log tác động
2481,2481,mở lệnh ghi chép thêm mới,Mở tra cứu log tác động
2482,2482,mở tra cứu ghi chú thêm mới,Mở tra cứu log tác động
2483,2483,mở tra cứu biên bản thêm,Mở tra cứu log tác động
2484,2484,mở tra cứu nhật ký thêm,Mở tra cứu log tác động
2485,2485,mở tra cứu biên bản di chuyển,Mở tra cứu log tác động
2486,2486,mở tra cứu nhật ký di chuyển,Mở tra cứu log tác động
2487,2487,mở tra cứu ghi chép tạo mới,Mở tra cứu log tác động
2488,2488,mở tra cứu biên bản tạo mới,Mở tra cứu log tác động
2489,2489,mở lệnh ghi biên bản tạo ra,Mở tra cứu log tác động
2490,2490,mở tra cứu nhật ký tạo ra,Mở tra cứu log tác động
2491,2491,mở lệnh ghi nhật ký sửa đổi,Mở tra cứu log tác động
2492,2492,mở lệnh ghi chép sửa đổi,Mở tra cứu log tác động
2493,2493,mở tra cứu ghi chép chỉnh sửa,Mở tra cứu log tác động
2494,2494,mở tra cứu biên bản chỉnh sửa,Mở tra cứu log tác động
2495,2495,mở lệnh ghi chép di chuyển,Mở tra cứu log tác động
2496,2496,mở tra cứu ghi chú di chuyển,Mở tra cứu log tác động
2497,2497,mở tra cứu biên bản xoá,Mở tra cứu log tác động
2498,2498,mở tra cứu nhật ký xoá,Mở tra cứu log tác động
2499,2499,mở lệnh ghi biên bản xoá bỏ,Mở tra cứu log tác động
2500,2500,hãy mở tra cứu báo cáo ngay tức thì,Mở tra cứu báo cáo
2501,2501,tra cứu báo cáo ngay lập tức,Mở tra cứu báo cáo
2502,2502,mở trang tra cứu báo cáo nhanh chóng,Mở tra cứu báo cáo
2503,2503,bắt đầu tra cứu bc ngay bây giờ,Mở tra cứu báo cáo
2504,2504,tra cứu bc ngay từ lúc này,Mở tra cứu báo cáo
2505,2505,mở bc để tìm thông tin,Mở tra cứu báo cáo
2506,2506,hỏi tra cứu báo cáo ngay,Mở tra cứu báo cáo
2507,2507,mở ngay trang tra cứu báo cáo,Mở tra cứu báo cáo
2508,2508,tìm bc bằng cách mở tra cứu,Mở tra cứu báo cáo
2509,2509,tra cứu báo cáo không chậm trễ,Mở tra cứu báo cáo
2510,2510,mở tra cứu để tìm báo cáo,Mở tra cứu báo cáo
2511,2511,tra cứu báo cáo không chờ lâu,Mở tra cứu báo cáo
2512,2512,hãy tra cứu báo cáo trong thời gian ngắn,Mở tra cứu báo cáo
2513,2513,kiểm tra báo cáo ngay,Mở tra cứu báo cáo
2514,2514,bắt đầu tra cứu bc ngay bây giờ,Mở tra cứu báo cáo
2515,2515,tra cứu bc ngay lập tức,Mở tra cứu báo cáo
2516,2516,tra cứu báo cáo không chần chỡ,Mở tra cứu báo cáo
2517,2517,mở tra cứu để kiểm tra báo cáo,Mở tra cứu báo cáo
2518,2518,tìm báo cáo bằng cách tra cứu ngay,Mở tra cứu báo cáo
2519,2519,tra cứu báo cáo không mất thời gian,Mở tra cứu báo cáo
2520,2520,mở tra cứu báo cáo ngay lập tức,Mở tra cứu báo cáo
2521,2521,tra cứu báo cáo nhanh chóng,Mở tra cứu báo cáo
2522,2522,"nếu cần, mở tra cứu báo cáo ngay từ bây giờ",Mở tra cứu báo cáo
2523,2523,tra cứu báo cáo không chờ đợi,Mở tra cứu báo cáo
2524,2524,hãy tra cứu báo cáo ngay lúc này,Mở tra cứu báo cáo
2525,2525,mở tra cứu báo cáo cho tôi,Mở tra cứu báo cáo
2526,2526,tra cứu bc mà không mất thêm thời gian,Mở tra cứu báo cáo
2527,2527,tra cứu bc ngay khi cần,Mở tra cứu báo cáo
2528,2528,mở tra cứu báo cáo mà không phải chờ đợi,Mở tra cứu báo cáo
2529,2529,tra cứu báo cáo ngay tức khắc,Mở tra cứu báo cáo
2530,2530,mở trang tra cứu báo cáo nhanh chóng,Mở tra cứu báo cáo
2531,2531,bắt đầu tra cứu báo cáo ngay từ bây giờ,Mở tra cứu báo cáo
2532,2532,tra cứu báo cáo ngay lúc này,Mở tra cứu báo cáo
2533,2533,tra cứu báo cáo không mất nhiều thời gian,Mở tra cứu báo cáo
2534,2534,mở tra cứu báo cáo ngay lập tức,Mở tra cứu báo cáo
2535,2535,tra cứu bc mà không phải chờ đợi dài,Mở tra cứu báo cáo
2536,2536,hãy tra cứu báo cáo ngay từ lúc này,Mở tra cứu báo cáo
2537,2537,mở tra cứu báo cáo ngay lúc này,Mở tra cứu báo cáo
2538,2538,tra cứu báo cáo không chậm trễ,Mở tra cứu báo cáo
2539,2539,mở tra cứu để tìm kiếm báo cáo,Mở tra cứu báo cáo
2540,2540,tìm báo cáo bằng cách tra cứu ngay từ bây giờ,Mở tra cứu báo cáo
2541,2541,tra cứu báo cáo không mất thời gian nhiều,Mở tra cứu báo cáo
2542,2542,kiểm tra bc ngay tức thì,Mở tra cứu báo cáo
2543,2543,bắt đầu tra cứu báo cáo ngay bây giờ,Mở tra cứu báo cáo
2544,2544,tra cứu bc ngay lập tức,Mở tra cứu báo cáo
2545,2545,tra cứu báo cáo không chần chỡ,Mở tra cứu báo cáo
2546,2546,mở tra cứu để tìm bc,Mở tra cứu báo cáo
2547,2547,tìm báo cáo bằng cách tra cứu ngay,Mở tra cứu báo cáo
2548,2548,tra cứu báo cáo không mất thời gian,Mở tra cứu báo cáo
2549,2549,mở tra cứu bc ngay lập tức,Mở tra cứu báo cáo
2550,2550,bật màn hình trình chiếu,Mở màn hình trình chiếu 
2551,2551,kích hoạt màn hình trình chiếu,Mở màn hình trình chiếu 
2552,2552,mở trình chiếu trên màn hình,Mở màn hình trình chiếu 
2553,2553,hãy cho tôi thấy màn hình trình chiếu,Mở màn hình trình chiếu 
2554,2554,khởi động màn hình trình chiếu,Mở màn hình trình chiếu 
2555,2555,xin vui lòng mở màn hình trình chiếu,Mở màn hình trình chiếu 
2556,2556,bắt đầu màn hình trình chiếu,Mở màn hình trình chiếu 
2557,2557,hãy hiện thị màn hình trình chiếu lên,Mở màn hình trình chiếu 
2558,2558,kích hoạt chế độ trình chiếu trên màn hình,Mở màn hình trình chiếu 
2559,2559,xin hãy bật màn hình trình chiếu lên,Mở màn hình trình chiếu 
2560,2560,mở màn hình để trình chiếu,Mở màn hình trình chiếu 
2561,2561,hãy mở màn hình thể hiện trình chiếu,Mở màn hình trình chiếu 
2562,2562,đặt màn hình trình chiếu vào chế độ hoạt động,Mở màn hình trình chiếu 
2563,2563,kích hoạt màn hình trình chiếu ngay lập tức,Mở màn hình trình chiếu 
2564,2564,xin hãy mở màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2565,2565,hãy cho tôi thấy màn hình trình chiếu hoạt động,Mở màn hình trình chiếu 
2566,2566,bật chế độ trình chiếu lên màn hình,Mở màn hình trình chiếu 
2567,2567,kích hoạt màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2568,2568,xin vui lòng đặt màn hình để trình chiếu,Mở màn hình trình chiếu 
2569,2569,mở màn hình trình chiếu ngay bây giờ,Mở màn hình trình chiếu 
2570,2570,hãy cho tôi thấy màn hình trình chiếu sắm,Mở màn hình trình chiếu 
2571,2571,bật chế độ trình chiếu trên màn hình,Mở màn hình trình chiếu 
2572,2572,xin hãy mở màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2573,2573,kích hoạt màn hình hiển thị trình chiếu ngay lập tức,Mở màn hình trình chiếu 
2574,2574,hãy đặt màn hình để trình chiếu lên,Mở màn hình trình chiếu 
2575,2575,mở màn hình trình chiếu vào chế độ hoạt động,Mở màn hình trình chiếu 
2576,2576,kích hoạt màn hình trình chiếu ngay bây giờ,Mở màn hình trình chiếu 
2577,2577,xin vui lòng cho tôi thấy màn hình trình chiếu hoạt động,Mở màn hình trình chiếu 
2578,2578,bật chế độ trình chiếu lên màn hình,Mở màn hình trình chiếu 
2579,2579,kích hoạt màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2580,2580,xin hãy mở màn hình để trình chiếu,Mở màn hình trình chiếu 
2581,2581,mở màn hình trình chiếu ngay lúc này,Mở màn hình trình chiếu 
2582,2582,hãy cho tôi thấy màn hình trình chiếu mở,Mở màn hình trình chiếu 
2583,2583,bật chế độ trình chiếu trên màn hình,Mở màn hình trình chiếu 
2584,2584,kích hoạt màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2585,2585,xin vui lòng đặt màn hình để trình chiếu,Mở màn hình trình chiếu 
2586,2586,mở màn hình trình chiếu vào chế độ hoạt động,Mở màn hình trình chiếu 
2587,2587,kích hoạt màn hình trình chiếu ngay bây giờ,Mở màn hình trình chiếu 
2588,2588,xin hãy mở màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2589,2589,hãy cho tôi thấy màn hình trình chiếu đang hoạt động,Mở màn hình trình chiếu 
2590,2590,bật chế độ trình chiếu lên màn hình,Mở màn hình trình chiếu 
2591,2591,kích hoạt màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2592,2592,xin hãy mở màn hình để trình chiếu,Mở màn hình trình chiếu 
2593,2593,mở màn hình trình chiếu ngay lập tức,Mở màn hình trình chiếu 
2594,2594,hãy cho tôi thấy màn hình trình chiếu đang chạy,Mở màn hình trình chiếu 
2595,2595,bật chế độ trình chiếu trên màn hình,Mở màn hình trình chiếu 
2596,2596,kích hoạt màn hình hiển thị trình chiếu,Mở màn hình trình chiếu 
2597,2597,xin vui lòng đặt màn hình để trình chiếu,Mở màn hình trình chiếu 
2598,2598,mở màn hình trình chiếu vào chế độ hoạt động,Mở màn hình trình chiếu 
2599,2599,kích hoạt màn hình trình chiếu ngay bây giờ,Mở màn hình trình chiếu 
2600,2600,hãy khởi động màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2601,2601,chuẩn bị mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2602,2602,xin vui lòng mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2603,2603,"để bắt đầu, hãy mở màn hình trình chiếu bc ngày",Mở màn hình trình chiếu báo cáo ngày
2604,2604,hãy bật màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2605,2605,chuẩn bị mở màn hình trình chiếu cho báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2606,2606,vui lòng mở màn hình trình chiếu để báo cáo ngày hiển thị,Mở màn hình trình chiếu báo cáo ngày
2607,2607,sao mở màn hình trình chiếu cho báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2608,2608,bạn có thể khởi động màn hình trình chiếu bc ngày không?,Mở màn hình trình chiếu báo cáo ngày
2609,2609,xin vui lòng mở màn hình trình chiếu cho báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2610,2610,hãy sử dụng màn hình trình chiếu để hiển thị báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2611,2611,chuẩn bị mở màn hình trình chiếu bc ngày,Mở màn hình trình chiếu báo cáo ngày
2612,2612,xin vui lòng mở màn hình trình chiếu để bc ngày hiển thị,Mở màn hình trình chiếu báo cáo ngày
2613,2613,"để bắt đầu, hãy khởi động màn hình trình chiếu bc ngày",Mở màn hình trình chiếu báo cáo ngày
2614,2614,hãy bật màn hình trình chiếu cho báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2615,2615,chuẩn bị mở màn hình trình chiếu bc ngày,Mở màn hình trình chiếu báo cáo ngày
2616,2616,vui lòng mở màn hình trình chiếu để bc ngày được hiển thị,Mở màn hình trình chiếu báo cáo ngày
2617,2617,sao mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2618,2618,bạn có thể khởi động màn hình trình chiếu bc ngày không?,Mở màn hình trình chiếu báo cáo ngày
2619,2619,xin vui lòng mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2620,2620,hãy sử dụng màn hình trình chiếu để hiển thị báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2621,2621,chuẩn bị mở màn hình trình chiếu bc ngày,Mở màn hình trình chiếu báo cáo ngày
2622,2622,xin vui lòng mở màn hình trình chiếu để bc ngày hiển thị,Mở màn hình trình chiếu báo cáo ngày
2623,2623,"để bắt đầu, hãy khởi động màn hình trình chiếu bc ngày",Mở màn hình trình chiếu báo cáo ngày
2624,2624,hãy bật màn hình trình chiếu cho bc ngày,Mở màn hình trình chiếu báo cáo ngày
2625,2625,chuẩn bị mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2626,2626,vui lòng mở màn hình trình chiếu để báo cáo ngày được hiển thị,Mở màn hình trình chiếu báo cáo ngày
2627,2627,sao mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2628,2628,bạn có thể khởi động màn hình trình chiếu báo cáo ngày không?,Mở màn hình trình chiếu báo cáo ngày
2629,2629,xin vui lòng mở màn hình trình chiếu bc ngày,Mở màn hình trình chiếu báo cáo ngày
2630,2630,hãy sử dụng màn hình trình chiếu để hiển thị bc ngày,Mở màn hình trình chiếu báo cáo ngày
2631,2631,chuẩn bị mở màn hình trình chiếu báo cáo ngày,Mở màn hình trình chiếu báo cáo ngày
2632,2632,xin vui lòng mở màn hình trình chiếu để báo cáo ngày hiển thị,Mở màn hình trình chiếu báo cáo ngày
