,Câu lệnh sinh ra,Câu lệnh có sẵn
2366,Hãy thực hiện quy trình tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2367,Hãy tìm kiếm chỉ tiêu thông qua công cụ tra cứu,Mở tra cứu chỉ tiêu
2368,Hãy xem danh sách chỉ tiêu bằng cách tra cứu,Mở tra cứu chỉ tiêu
2369,Hãy mở tab tra cứu chỉ tiêu trong trình duyệt,Mở tra cứu chỉ tiêu
2370,Hãy khởi động chức năng tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2371,Hãy truy cập vào chức năng tra cứu tại menu,Mở tra cứu chỉ tiêu
2372,Hãy bật công cụ tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2373,Hãy chọn tra cứu chỉ tiêu từ danh sách chức năng,Mở tra cứu chỉ tiêu
2374,Hãy kích hoạt tra cứu chỉ tiêu trong ứng dụng,Mở tra cứu chỉ tiêu
2375,Hãy mở tab mới để tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2376,Hãy mở cửa sổ mới để tiến hành tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2377,Hãy chọn tra cứu chỉ tiêu từ công cụ chính,Mở tra cứu chỉ tiêu
2378,Hãy mở trang web có khả năng tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2379,Hãy truy cập vào giao diện tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2380,Hãy mở ứng dụng có chứa tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2381,Hãy khởi chạy chức năng tra cứu chỉ tiêu từ màn hình chính,Mở tra cứu chỉ tiêu
2382,Hãy nhấp vào biểu tượng tra cứu chỉ tiêu trên thanh công cụ,Mở tra cứu chỉ tiêu
2383,Hãy bắt đầu quá trình tìm kiếm chỉ tiêu từ trang chủ,Mở tra cứu chỉ tiêu
2384,Hãy mở menu chức năng và chọn tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2385,Hãy mở công cụ tra cứu chỉ tiêu từ khay hệ thống,Mở tra cứu chỉ tiêu
2386,Hãy click vào liên kết tra cứu chỉ tiêu trên trang web,Mở tra cứu chỉ tiêu
2387,Hãy truy cập vào trang web có khả năng tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2388,Hãy khởi động phần mềm tra cứu chỉ tiêu có sẵn trên máy tính,Mở tra cứu chỉ tiêu
2389,Hãy mở hộp thoại tra cứu chỉ tiêu để nhập từ khóa,Mở tra cứu chỉ tiêu
2390,Hãy chọn tra cứu chỉ tiêu từ danh sách lựa chọn,Mở tra cứu chỉ tiêu
2391,Hãy mở ứng dụng có tính năng tra cứu chỉ tiêu từ thiết bị di động,Mở tra cứu chỉ tiêu
2392,Hãy truy cập vào trang web chứa thông tin tra cứu chỉ tiêu,Mở tra cứu chỉ tiêu
2393,Hãy mở cửa sổ tra cứu chỉ tiêu trên giao diện chính,Mở tra cứu chỉ tiêu
2394,Hãy click vào nút tra cứu chỉ tiêu để tiếp tục,Mở tra cứu chỉ tiêu
2395,Hãy khởi chạy chức năng tra cứu chỉ tiêu từ trang web,Mở tra cứu chỉ tiêu
2396,Hãy mở tab tra cứu chỉ tiêu từ thanh địa chỉ,Mở tra cứu chỉ tiêu
2397,Hãy mở ứng dụng chứa danh sách chỉ tiêu có thể tra cứu,Mở tra cứu chỉ tiêu
2398,Hãy kích hoạt tính năng tra cứu chỉ tiêu trong menu chính,Mở tra cứu chỉ tiêu
2399,Hãy mở danh sách chỉ tiêu từ công cụ tra cứu trên trang web,Mở tra cứu chỉ tiêu
2400,Tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2401,Hãy mở tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2402,Vui lòng mở tra cứu để biết tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2403,Xin mở ra để xem tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2404,Hãy bật chức năng tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2405,Vui lòng thực hiện việc tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2406,Xin hãy sử dụng tính năng tra cứu tần suất để biết thông tin về việc sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2407,Hãy kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2408,Vui lòng mở ra và xem thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2409,Xin mở tính năng tra cứu để biết thông tin về tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2410,Hãy kiểm tra và cho biết tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2411,Vui lòng thực hiện tra cứu để xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2412,Xin mở ra tính năng tra cứu để xem thông tin về tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2413,Hãy sử dụng chức năng tra cứu để biết tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2414,Vui lòng kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2415,Xin mở ra và xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2416,Hãy thực hiện tra cứu để biết thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2417,Vui lòng sử dụng tính năng tra cứu tần suất để xem thông tin về sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2418,Xin mở tính năng tra cứu tần suất để xem thông tin về việc sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2419,Hãy kiểm tra và cung cấp thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2420,Xin mở ra để kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2421,Vui lòng thực hiện việc tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2422,Hãy sử dụng chức năng tra cứu để xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2423,Vui lòng kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2424,Xin mở ra và xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2425,Hãy thực hiện tra cứu để biết thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2426,Vui lòng sử dụng tính năng tra cứu tần suất để xem thông tin về sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2427,Xin mở tính năng tra cứu tần suất để xem thông tin về việc sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2428,Hãy kiểm tra và cung cấp thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2429,Xin mở ra để kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2430,Vui lòng thực hiện việc tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2431,Hãy sử dụng chức năng tra cứu để xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2432,Vui lòng kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2433,Xin mở ra và xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2434,Hãy thực hiện tra cứu để biết thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2435,Vui lòng sử dụng tính năng tra cứu tần suất để xem thông tin về sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2436,Xin mở tính năng tra cứu tần suất để xem thông tin về việc sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2437,Hãy kiểm tra và cung cấp thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2438,Xin mở ra để kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2439,Vui lòng thực hiện việc tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2440,Hãy sử dụng chức năng tra cứu để xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2441,Vui lòng kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2442,Xin mở ra và xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2443,Hãy thực hiện tra cứu để biết thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2444,Vui lòng sử dụng tính năng tra cứu tần suất để xem thông tin về sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2445,Xin mở tính năng tra cứu tần suất để xem thông tin về việc sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2446,Hãy kiểm tra và cung cấp thông tin về tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2447,Xin mở ra để kiểm tra tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2448,Vui lòng thực hiện việc tra cứu tần suất sử dụng hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2449,Hãy sử dụng chức năng tra cứu để xem tần suất sử dụng của hệ thống,Mở tra cứu tần suất sử dụng hệ thống
2450,Mở lệnh ghi nhật ký tác động,Mở tra cứu log tác động
2451,Mở lệnh ghi chép tác động,Mở tra cứu log tác động
2452,Mở tra cứu nhật ký xoá bỏ,Mở tra cứu log tác động
2453,Mở tra cứu biên bản xoá bỏ,Mở tra cứu log tác động
2454,Mở lệnh ghi biên bản thêm mới,Mở tra cứu log tác động
2455,Mở tra cứu biên bản cập nhật,Mở tra cứu log tác động
2456,Mở lệnh ghi nhật ký cập nhật,Mở tra cứu log tác động
2457,Mở lệnh ghi chép cập nhật,Mở tra cứu log tác động
2458,Mở tra cứu biên bản chỉnh sửa,Mở tra cứu log tác động
2459,Mở tra cứu nhật ký chỉnh sửa,Mở tra cứu log tác động
2460,Mở tra cứu ghi chú xoá bỏ,Mở tra cứu log tác động
2461,Mở tra cứu ghi chép xoá bỏ,Mở tra cứu log tác động
2462,Mở lệnh ghi biên bản thay đổi,Mở tra cứu log tác động
2463,Mở lệnh ghi nhật ký thay đổi,Mở tra cứu log tác động
2464,Mở lệnh ghi chép thay đổi,Mở tra cứu log tác động
2465,Mở tra cứu biên bản di chuyển,Mở tra cứu log tác động
2466,Mở tra cứu nhật ký di chuyển,Mở tra cứu log tác động
2467,Mở lệnh ghi biên bản tạo mới,Mở tra cứu log tác động
2468,Mở tra cứu ghi chú tạo mới,Mở tra cứu log tác động
2469,Mở lệnh ghi biên bản tạo ra,Mở tra cứu log tác động
2470,Mở tra cứu nhật ký tạo ra,Mở tra cứu log tác động
2471,Mở lệnh ghi nhật ký sửa đổi,Mở tra cứu log tác động
2472,Mở lệnh ghi chép sửa đổi,Mở tra cứu log tác động
2473,Mở tra cứu ghi chép chỉnh sửa,Mở tra cứu log tác động
2474,Mở tra cứu biên bản chỉnh sửa,Mở tra cứu log tác động
2475,Mở lệnh ghi chép di chuyển,Mở tra cứu log tác động
2476,Mở tra cứu ghi chú di chuyển,Mở tra cứu log tác động
2477,Mở tra cứu biên bản xoá,Mở tra cứu log tác động
2478,Mở tra cứu nhật ký xoá,Mở tra cứu log tác động
2479,Mở lệnh ghi biên bản xoá bỏ,Mở tra cứu log tác động
2480,Mở lệnh ghi nhật ký xoá bỏ,Mở tra cứu log tác động
2481,Mở lệnh ghi chép thêm mới,Mở tra cứu log tác động
2482,Mở tra cứu ghi chú thêm mới,Mở tra cứu log tác động
2483,Mở tra cứu biên bản thêm,Mở tra cứu log tác động
2484,Mở tra cứu nhật ký thêm,Mở tra cứu log tác động
2485,Mở tra cứu biên bản di chuyển,Mở tra cứu log tác động
2486,Mở tra cứu nhật ký di chuyển,Mở tra cứu log tác động
2487,Mở tra cứu ghi chép tạo mới,Mở tra cứu log tác động
2488,Mở tra cứu biên bản tạo mới,Mở tra cứu log tác động
2489,Mở lệnh ghi biên bản tạo ra,Mở tra cứu log tác động
2490,Mở tra cứu nhật ký tạo ra,Mở tra cứu log tác động
2491,Mở lệnh ghi nhật ký sửa đổi,Mở tra cứu log tác động
2492,Mở lệnh ghi chép sửa đổi,Mở tra cứu log tác động
2493,Mở tra cứu ghi chép chỉnh sửa,Mở tra cứu log tác động
2494,Mở tra cứu biên bản chỉnh sửa,Mở tra cứu log tác động
2495,Mở lệnh ghi chép di chuyển,Mở tra cứu log tác động
2496,Mở tra cứu ghi chú di chuyển,Mở tra cứu log tác động
2497,Mở tra cứu biên bản xoá,Mở tra cứu log tác động
2498,Mở tra cứu nhật ký xoá,Mở tra cứu log tác động
2499,Mở lệnh ghi biên bản xoá bỏ,Mở tra cứu log tác động
2500,Hãy mở tra cứu báo cáo ngay tức thì,Mở tra cứu báo cáo
2501,Tra cứu báo cáo ngay lập tức,Mở tra cứu báo cáo
2502,Mở trang tra cứu báo cáo nhanh chóng,Mở tra cứu báo cáo
2503,Bắt đầu tra cứu báo cáo ngay bây giờ,Mở tra cứu báo cáo
2504,Tra cứu báo cáo ngay từ lúc này,Mở tra cứu báo cáo
